location,timestamp,pm2_5,pm10,co,no2,o3,so2,aqi,air_quality
Jakarta,2025-01-12 00:00:00,20.51,36.4,1348.5,14.05,1.11,12.4,2.0,Fair
Jakarta,2025-01-12 01:00:00,30.65,52.12,2269.74,18.16,0.72,19.07,3.0,Moderate
Jakarta,2025-01-12 02:00:00,31.77,55.58,2376.56,20.39,1.5,20.74,3.0,Moderate
Jakarta,2025-01-12 03:00:00,28.19,51.77,1895.9,23.31,3.31,19.31,3.0,Moderate
Jakarta,2025-01-12 04:00:00,13.67,23.5,1014.71,20.91,14.48,9.78,2.0,Fair
Jakarta,2025-01-12 05:00:00,9.79,15.35,827.79,16.96,23.25,7.27,1.0,Good
Jakarta,2025-01-12 06:00:00,8.04,12.3,787.73,15.59,25.39,6.44,1.0,Good
Jakarta,2025-01-12 07:00:00,6.42,10.33,747.68,14.05,22.53,5.66,1.0,Good
Jakarta,2025-01-12 08:00:00,5.98,10.18,767.71,14.57,16.81,6.14,1.0,Good
Jakarta,2025-01-12 09:00:00,6.43,11.21,854.49,16.45,11.62,7.09,1.0,Good
Jakarta,2025-01-12 10:00:00,12.74,22.42,1455.31,23.99,4.2,13.59,2.0,Fair
Jakarta,2025-01-12 11:00:00,18.89,33.81,1922.61,24.33,0.4,17.4,2.0,Fair
Jakarta,2025-01-12 12:00:00,21.38,38.85,1842.5,20.73,0.01,15.74,2.0,Fair
Jakarta,2025-01-12 13:00:00,25.0,45.51,1735.69,18.51,0.01,14.9,3.0,Moderate
Jakarta,2025-01-12 14:00:00,26.18,50.19,1588.82,17.14,0.01,13.71,3.0,Moderate
Jakarta,2025-01-12 15:00:00,26.4,52.54,1468.66,16.11,0.03,12.52,3.0,Moderate
Jakarta,2025-01-12 16:00:00,23.01,47.11,1375.2,15.25,0.04,11.21,2.0,Fair
Jakarta,2025-01-12 17:00:00,16.17,34.77,1134.87,14.39,0.08,9.3,2.0,Fair
Jakarta,2025-01-12 18:00:00,14.4,30.54,961.3,13.88,0.13,9.18,2.0,Fair
Jakarta,2025-01-12 19:00:00,13.12,27.74,787.73,13.19,0.34,8.58,2.0,Fair
Jakarta,2025-01-12 20:00:00,11.97,25.21,687.6,12.68,0.74,8.11,2.0,Fair
Jakarta,2025-01-12 21:00:00,11.51,24.17,647.54,12.68,1.05,8.23,2.0,Fair
Jakarta,2025-01-12 22:00:00,11.95,24.72,680.92,13.19,0.79,9.06,2.0,Fair
Jakarta,2025-01-12 23:00:00,13.67,27.22,807.76,13.88,0.34,10.13,2.0,Fair
Jakarta,2025-01-13 00:00:00,23.2,41.62,1415.25,15.08,0.25,14.42,2.0,Fair
Jakarta,2025-01-13 01:00:00,33.29,55.24,2376.56,17.82,0.51,20.74,3.0,Moderate
Jakarta,2025-01-13 02:00:00,32.99,54.8,2510.07,19.54,0.8,22.65,3.0,Moderate
Jakarta,2025-01-13 03:00:00,26.32,46.21,2029.42,19.54,1.61,20.5,3.0,Moderate
Jakarta,2025-01-13 04:00:00,12.46,21.82,1068.12,19.19,2.68,11.8,2.0,Fair
Jakarta,2025-01-13 05:00:00,10.65,17.72,961.3,20.91,2.28,13.23,2.0,Fair
Jakarta,2025-01-13 06:00:00,12.35,19.2,1014.71,25.36,1.7,17.88,2.0,Fair
Jakarta,2025-01-13 07:00:00,15.38,23.12,1108.17,31.87,2.62,22.65,2.0,Fair
Jakarta,2025-01-13 08:00:00,19.05,28.42,1321.79,37.01,3.76,24.08,2.0,Fair
Jakarta,2025-01-13 09:00:00,20.59,30.98,1602.17,36.67,2.28,21.93,2.0,Fair
Jakarta,2025-01-13 10:00:00,22.77,35.01,2109.53,32.56,0.66,20.5,2.0,Fair
Jakarta,2025-01-13 11:00:00,25.6,41.68,2483.37,28.79,0.09,20.98,3.0,Moderate
Jakarta,2025-01-13 12:00:00,28.76,49.04,2349.85,25.7,0.0,19.55,3.0,Moderate
Jakarta,2025-01-13 13:00:00,37.76,66.19,2403.26,24.33,0.0,21.46,3.0,Moderate
Jakarta,2025-01-13 14:00:00,42.63,78.06,2296.45,22.96,0.0,21.22,3.0,Moderate
Jakarta,2025-01-13 15:00:00,40.71,77.07,2029.42,20.56,0.0,18.6,3.0,Moderate
Jakarta,2025-01-13 16:00:00,34.76,67.87,1815.8,18.68,0.0,16.21,3.0,Moderate
Jakarta,2025-01-13 17:00:00,25.07,50.97,1548.77,17.48,0.01,13.59,3.0,Moderate
Jakarta,2025-01-13 18:00:00,19.95,40.97,1214.98,15.94,0.02,11.68,2.0,Fair
Jakarta,2025-01-13 19:00:00,17.29,35.29,961.3,14.57,0.08,9.89,2.0,Fair
Jakarta,2025-01-13 20:00:00,16.95,33.56,854.49,14.05,0.13,9.42,2.0,Fair
Jakarta,2025-01-13 21:00:00,18.23,35.07,854.49,14.22,0.11,10.01,2.0,Fair
Jakarta,2025-01-13 22:00:00,20.65,38.65,934.6,14.91,0.04,11.68,2.0,Fair
Jakarta,2025-01-13 23:00:00,24.36,43.51,1161.58,15.77,0.01,13.83,2.0,Fair
Jakarta,2025-01-14 00:00:00,40.71,67.06,2162.93,18.34,0.15,20.5,3.0,Moderate
Jakarta,2025-01-14 01:00:00,58.87,90.09,3738.4,22.96,0.39,29.8,4.0,Poor
Jakarta,2025-01-14 02:00:00,59.81,90.57,3898.62,25.7,0.73,32.42,4.0,Poor
Jakarta,2025-01-14 03:00:00,51.38,79.34,2964.02,27.08,1.5,30.99,4.0,Poor
Jakarta,2025-01-14 04:00:00,24.95,37.67,1441.96,28.45,2.1,21.22,2.0,Fair
Jakarta,2025-01-14 05:00:00,25.39,36.36,1375.2,34.62,2.19,24.56,3.0,Moderate
Jakarta,2025-01-14 06:00:00,30.99,42.67,1615.52,44.55,1.32,30.52,3.0,Moderate
Jakarta,2025-01-14 07:00:00,38.51,52.52,1949.31,53.47,2.5,33.86,3.0,Moderate
Jakarta,2025-01-14 08:00:00,41.62,57.25,2243.04,57.58,3.98,32.42,3.0,Moderate
Jakarta,2025-01-14 09:00:00,40.6,56.91,2563.48,55.52,3.4,29.09,3.0,Moderate
Jakarta,2025-01-14 10:00:00,46.63,67.82,3417.97,54.15,1.9,31.95,3.0,Moderate
Jakarta,2025-01-14 11:00:00,55.11,83.06,4219.06,50.72,0.34,34.81,4.0,Poor
Jakarta,2025-01-14 12:00:00,57.81,90.42,4005.43,41.13,0.0,30.99,4.0,Poor
Jakarta,2025-01-14 13:00:00,59.81,95.22,3471.37,32.9,0.0,27.18,4.0,Poor
Jakarta,2025-01-14 14:00:00,52.43,88.3,2723.69,27.08,0.0,22.41,4.0,Poor
Jakarta,2025-01-14 15:00:00,43.86,77.88,2109.53,23.31,0.0,18.36,3.0,Moderate
Jakarta,2025-01-14 16:00:00,35.11,64.01,1789.09,21.08,0.01,15.5,3.0,Moderate
Jakarta,2025-01-14 17:00:00,24.88,46.56,1468.66,19.19,0.01,12.64,2.0,Fair
Jakarta,2025-01-14 18:00:00,18.69,35.02,1108.17,16.79,0.06,10.25,2.0,Fair
Jakarta,2025-01-14 19:00:00,15.22,28.41,867.84,14.22,0.22,8.34,2.0,Fair
Jakarta,2025-01-14 20:00:00,14.5,26.64,787.73,12.34,0.2,8.23,2.0,Fair
Jakarta,2025-01-14 21:00:00,15.15,27.86,781.06,11.48,0.09,9.06,2.0,Fair
Jakarta,2025-01-14 22:00:00,17.62,31.38,881.2,11.14,0.02,10.49,2.0,Fair
Jakarta,2025-01-14 23:00:00,24.17,41.18,1201.63,11.65,0.0,12.87,2.0,Fair
Jakarta,2025-01-15 00:00:00,48.6,77.03,2563.48,14.22,0.15,21.22,3.0,Moderate
Jakarta,2025-01-15 01:00:00,83.91,128.63,5020.14,20.22,0.36,36.72,5.0,Very Poor
Jakarta,2025-01-15 02:00:00,95.85,150.36,5981.45,26.05,0.74,44.35,5.0,Very Poor
Jakarta,2025-01-15 03:00:00,81.92,134.57,4913.33,31.19,1.86,41.96,5.0,Very Poor
Jakarta,2025-01-15 04:00:00,21.97,38.75,1575.47,22.28,4.83,15.97,2.0,Fair
Jakarta,2025-01-15 05:00:00,12.31,22.34,1068.12,19.36,8.14,12.04,2.0,Fair
Jakarta,2025-01-15 06:00:00,11.06,19.39,1001.36,20.73,8.58,13.59,2.0,Fair
Jakarta,2025-01-15 07:00:00,11.39,18.59,974.66,23.65,7.96,16.45,2.0,Fair
Jakarta,2025-01-15 08:00:00,13.05,19.88,1054.76,28.79,7.78,19.07,2.0,Fair
Jakarta,2025-01-15 09:00:00,15.19,22.31,1188.28,33.93,9.39,21.22,2.0,Fair
Jakarta,2025-01-15 10:00:00,25.86,36.41,2082.82,46.61,8.49,28.85,3.0,Moderate
Jakarta,2025-01-15 11:00:00,46.89,66.05,3738.4,61.69,0.85,38.15,3.0,Moderate
Jakarta,2025-01-15 12:00:00,62.99,92.37,4432.68,53.47,0.0,36.72,4.0,Poor
Jakarta,2025-01-15 13:00:00,76.07,116.6,4539.49,40.44,0.0,34.81,5.0,Very Poor
Jakarta,2025-01-15 14:00:00,74.96,123.87,3898.62,30.85,0.0,30.04,4.0,Poor
Jakarta,2025-01-15 15:00:00,66.89,119.53,3150.94,24.33,0.0,24.8,4.0,Poor
Jakarta,2025-01-15 16:00:00,53.82,102.27,2616.88,20.56,0.0,20.74,4.0,Poor
Jakarta,2025-01-15 17:00:00,36.45,72.81,2029.42,18.16,0.0,16.21,3.0,Moderate
Jakarta,2025-01-15 18:00:00,26.33,52.69,1455.31,16.28,0.0,12.64,3.0,Moderate
Jakarta,2025-01-15 19:00:00,21.29,41.15,1068.12,14.91,0.02,10.13,2.0,Fair
Jakarta,2025-01-15 20:00:00,20.37,37.68,934.6,14.05,0.03,9.54,2.0,Fair
Jakarta,2025-01-15 21:00:00,20.83,37.67,921.25,13.54,0.03,10.01,2.0,Fair
Jakarta,2025-01-15 22:00:00,22.27,39.8,988.01,13.37,0.01,11.44,2.0,Fair
Jakarta,2025-01-15 23:00:00,25.79,45.64,1228.33,13.71,0.0,13.47,3.0,Moderate
Jakarta,2025-01-16 00:00:00,44.83,74.22,2429.96,15.94,0.18,21.22,3.0,Moderate
Jakarta,2025-01-16 01:00:00,70.74,108.5,4486.08,21.59,0.46,32.9,4.0,Poor
Jakarta,2025-01-16 02:00:00,71.55,107.91,4753.11,26.05,0.94,35.76,4.0,Poor
Jakarta,2025-01-16 03:00:00,53.91,84.22,3337.86,28.45,2.55,31.95,4.0,Poor
Jakarta,2025-01-16 04:00:00,24.46,39.29,1562.12,23.31,4.92,21.93,2.0,Fair
Jakarta,2025-01-16 05:00:00,19.82,30.23,1241.68,22.96,4.6,21.93,2.0,Fair
Jakarta,2025-01-16 06:00:00,19.79,28.81,1214.98,24.68,3.8,24.56,2.0,Fair
Jakarta,2025-01-16 07:00:00,20.09,28.98,1308.44,27.42,3.31,26.46,2.0,Fair
Jakarta,2025-01-16 08:00:00,20.44,29.54,1522.06,28.45,2.59,23.6,2.0,Fair
Jakarta,2025-01-16 09:00:00,19.83,29.15,1762.39,26.73,2.35,19.79,2.0,Fair
Jakarta,2025-01-16 10:00:00,21.59,33.82,2216.34,27.08,3.08,20.74,2.0,Fair
Jakarta,2025-01-16 11:00:00,26.29,44.45,2616.88,26.73,0.4,23.13,3.0,Moderate
Jakarta,2025-01-16 12:00:00,29.61,51.97,2483.37,22.62,0.0,21.22,3.0,Moderate
Jakarta,2025-01-16 13:00:00,39.72,69.3,2616.88,21.59,0.0,22.41,3.0,Moderate
Jakarta,2025-01-16 14:00:00,48.7,85.97,2696.99,21.76,0.0,22.89,3.0,Moderate
Jakarta,2025-01-16 15:00:00,51.47,93.4,2563.48,20.73,0.0,21.22,4.0,Poor
Jakarta,2025-01-16 16:00:00,46.81,87.36,2403.26,19.19,0.0,19.31,3.0,Moderate
Jakarta,2025-01-16 17:00:00,33.42,65.15,2002.72,17.65,0.0,15.97,3.0,Moderate
Jakarta,2025-01-16 18:00:00,25.35,49.42,1535.42,15.94,0.0,13.23,3.0,Moderate
Jakarta,2025-01-16 19:00:00,20.55,37.43,1121.52,14.91,0.01,10.37,2.0,Fair
Jakarta,2025-01-16 20:00:00,18.98,30.96,947.95,14.74,0.04,8.82,2.0,Fair
Jakarta,2025-01-16 21:00:00,19.56,29.76,907.9,16.11,0.11,8.94,2.0,Fair
Jakarta,2025-01-16 22:00:00,20.64,30.94,947.95,18.51,0.16,10.13,2.0,Fair
Jakarta,2025-01-16 23:00:00,23.66,36.74,1108.17,20.05,0.05,12.99,2.0,Fair
Jakarta,2025-01-17 00:00:00,37.99,58.99,1949.31,21.93,0.06,20.5,3.0,Moderate
Jakarta,2025-01-17 01:00:00,54.99,82.27,3284.45,26.73,0.28,30.99,4.0,Poor
Jakarta,2025-01-17 02:00:00,57.71,85.71,3391.27,32.9,0.73,34.33,4.0,Poor
Jakarta,2025-01-17 03:00:00,47.69,71.78,2483.37,40.78,2.73,31.95,3.0,Moderate
Jakarta,2025-01-17 04:00:00,23.77,34.75,1188.28,38.39,11.27,24.32,2.0,Fair
Jakarta,2025-01-17 05:00:00,17.34,25.09,961.3,32.22,23.96,23.6,2.0,Fair
Jakarta,2025-01-17 06:00:00,15.39,22.36,974.66,30.85,28.97,22.89,2.0,Fair
Jakarta,2025-01-17 07:00:00,14.85,21.28,988.01,29.47,35.76,22.65,2.0,Fair
Jakarta,2025-01-17 08:00:00,15.29,21.56,1028.06,32.22,36.84,23.84,2.0,Fair
Jakarta,2025-01-17 09:00:00,15.81,21.97,1094.82,35.64,36.48,25.27,2.0,Fair
Jakarta,2025-01-17 10:00:00,17.35,24.34,1335.14,43.87,29.33,24.32,2.0,Fair
Jakarta,2025-01-17 11:00:00,19.35,28.59,1548.77,50.04,18.78,23.13,2.0,Fair
Jakarta,2025-01-17 12:00:00,20.57,32.94,1522.06,45.93,13.05,19.07,2.0,Fair
Jakarta,2025-01-17 13:00:00,33.52,54.51,2056.12,50.04,2.21,22.89,3.0,Moderate
Jakarta,2025-01-17 14:00:00,48.71,78.31,2536.77,43.87,0.02,24.8,3.0,Moderate
Jakarta,2025-01-17 15:00:00,56.24,90.25,2643.59,35.3,0.0,22.89,4.0,Poor
Jakarta,2025-01-17 16:00:00,52.8,84.01,2563.48,28.79,0.0,20.5,4.0,Poor
Jakarta,2025-01-17 17:00:00,38.11,58.61,2109.53,24.33,0.0,15.97,3.0,Moderate
Jakarta,2025-01-17 18:00:00,25.56,38.15,1441.96,22.28,0.03,11.09,3.0,Moderate
Jakarta,2025-01-17 19:00:00,20.85,29.95,1068.12,21.42,0.41,8.46,2.0,Fair
Jakarta,2025-01-17 20:00:00,21.74,31.19,1001.36,21.25,1.29,8.23,2.0,Fair
Jakarta,2025-01-17 21:00:00,23.71,34.67,1001.36,21.42,2.1,8.82,2.0,Fair
Jakarta,2025-01-17 22:00:00,25.81,38.52,1068.12,22.28,1.56,9.54,3.0,Moderate
Jakarta,2025-01-17 23:00:00,27.41,41.75,1228.33,23.31,0.56,10.97,3.0,Moderate
Jakarta,2025-01-18 00:00:00,38.07,57.88,2002.72,25.02,0.09,16.21,3.0,Moderate
Jakarta,2025-01-18 01:00:00,49.77,72.83,3177.64,27.76,0.33,24.32,3.0,Moderate
Jakarta,2025-01-18 02:00:00,51.26,75.49,3471.37,30.16,1.05,25.99,4.0,Poor
Jakarta,2025-01-18 03:00:00,41.3,63.2,2643.59,30.85,4.83,20.98,3.0,Moderate
Jakarta,2025-01-18 04:00:00,27.14,41.01,1668.93,30.85,19.31,14.9,3.0,Moderate
Jakarta,2025-01-18 05:00:00,19.42,28.74,1321.79,28.45,27.18,13.23,2.0,Fair
Jakarta,2025-01-18 06:00:00,17.64,25.8,1281.74,27.08,24.32,13.35,2.0,Fair
Jakarta,2025-01-18 07:00:00,17.04,24.49,1268.39,24.68,29.33,12.76,2.0,Fair
Jakarta,2025-01-18 08:00:00,19.52,27.9,1548.77,31.19,21.28,14.07,2.0,Fair
Jakarta,2025-01-18 09:00:00,22.27,31.47,1922.61,35.99,8.94,15.5,2.0,Fair
Jakarta,2025-01-18 10:00:00,25.65,36.13,2403.26,35.64,1.7,17.4,3.0,Moderate
Jakarta,2025-01-18 11:00:00,27.43,39.43,2483.37,32.56,0.2,17.64,3.0,Moderate
Jakarta,2025-01-18 12:00:00,28.17,42.15,2109.53,31.53,0.09,15.14,3.0,Moderate
Jakarta,2025-01-18 13:00:00,33.16,52.04,2002.72,30.85,0.15,15.26,3.0,Moderate
Jakarta,2025-01-18 14:00:00,38.83,64.5,2002.72,28.45,0.1,15.5,3.0,Moderate
Jakarta,2025-01-18 15:00:00,41.83,71.25,1949.31,27.42,0.13,14.9,3.0,Moderate
Jakarta,2025-01-18 16:00:00,41.4,67.33,1976.01,27.42,0.1,14.07,3.0,Moderate
Jakarta,2025-01-18 17:00:00,34.69,52.92,1842.5,26.73,0.08,12.04,3.0,Moderate
Jakarta,2025-01-18 18:00:00,29.24,43.26,1522.06,25.7,0.32,10.13,3.0,Moderate
Jakarta,2025-01-18 19:00:00,25.35,39.03,1174.93,23.31,2.35,8.46,3.0,Moderate
Jakarta,2025-01-18 20:00:00,22.21,36.14,947.95,19.71,7.06,7.63,2.0,Fair
Jakarta,2025-01-18 21:00:00,20.0,33.47,841.14,17.82,9.92,7.57,2.0,Fair
Jakarta,2025-01-18 22:00:00,18.84,31.73,821.11,18.68,8.76,8.23,2.0,Fair
Jakarta,2025-01-18 23:00:00,22.02,36.77,1014.71,22.96,3.44,10.01,2.0,Fair
Jakarta,2025-01-19 00:00:00,38.88,62.24,1976.01,26.39,0.34,16.69,3.0,Moderate
Jakarta,2025-01-19 01:00:00,63.28,95.49,3738.4,30.5,0.35,27.66,4.0,Poor
Jakarta,2025-01-19 02:00:00,72.12,108.99,4325.87,36.33,0.46,32.42,4.0,Poor
Jakarta,2025-01-19 03:00:00,62.68,97.69,3391.27,42.16,1.07,31.47,4.0,Poor
Jakarta,2025-01-19 04:00:00,30.48,44.31,1335.14,41.13,8.31,24.32,3.0,Moderate
Jakarta,2025-01-19 05:00:00,21.87,29.75,988.01,32.9,21.64,22.41,2.0,Fair
Jakarta,2025-01-19 06:00:00,19.56,25.98,947.95,30.16,31.83,22.65,2.0,Fair
Jakarta,2025-01-19 07:00:00,15.84,21.01,894.55,25.7,42.2,19.55,2.0,Fair
Jakarta,2025-01-19 08:00:00,13.8,18.65,921.25,25.02,41.48,16.45,2.0,Fair
Jakarta,2025-01-19 09:00:00,12.3,17.14,1001.36,27.08,32.19,14.07,2.0,Fair
Jakarta,2025-01-19 10:00:00,13.96,19.96,1375.2,37.01,13.23,14.66,2.0,Fair
Jakarta,2025-01-19 11:00:00,19.24,28.21,1895.9,39.41,1.08,17.64,2.0,Fair
Jakarta,2025-01-19 12:00:00,23.97,36.55,1976.01,33.24,0.06,17.88,2.0,Fair
Jakarta,2025-01-19 13:00:00,28.21,43.85,1842.5,30.85,0.05,16.69,3.0,Moderate
Jakarta,2025-01-19 14:00:00,28.3,44.65,1575.47,29.47,0.13,14.31,3.0,Moderate
Jakarta,2025-01-19 15:00:00,26.25,40.99,1335.14,27.08,0.47,11.92,3.0,Moderate
Jakarta,2025-01-19 16:00:00,25.06,37.93,1295.09,25.02,0.46,10.85,3.0,Moderate
Jakarta,2025-01-19 17:00:00,23.0,33.64,1295.09,23.65,0.18,10.13,2.0,Fair
Jakarta,2025-01-19 18:00:00,23.74,34.49,1228.33,22.62,0.13,10.61,2.0,Fair
Jakarta,2025-01-19 19:00:00,26.71,39.43,1161.58,21.59,0.11,11.32,3.0,Moderate
Jakarta,2025-01-19 20:00:00,32.55,48.4,1214.98,21.42,0.07,12.76,3.0,Moderate
Jakarta,2025-01-19 21:00:00,39.4,58.28,1308.44,22.28,0.04,15.74,3.0,Moderate
Jakarta,2025-01-19 22:00:00,46.2,67.89,1482.01,23.99,0.02,17.17,3.0,Moderate
Jakarta,2025-01-19 23:00:00,53.86,79.05,1842.5,26.73,0.01,18.6,4.0,Poor
Jakarta,2025-01-20 00:00:00,81.51,118.36,3311.16,31.87,0.04,26.94,5.0,Very Poor
Jakarta,2025-01-20 01:00:00,114.64,161.74,5714.42,40.44,0.15,41.48,5.0,Very Poor
Jakarta,2025-01-20 02:00:00,131.02,183.23,6782.53,49.35,0.4,47.21,5.0,Very Poor
Jakarta,2025-01-20 03:00:00,115.61,162.22,5447.39,58.95,1.63,42.44,5.0,Very Poor
Jakarta,2025-01-20 04:00:00,63.69,86.79,2563.48,61.69,18.24,30.04,4.0,Poor
Jakarta,2025-01-20 05:00:00,55.08,71.88,2056.12,59.63,43.63,28.85,4.0,Poor
Jakarta,2025-01-20 06:00:00,53.64,68.22,2082.82,60.32,58.65,29.09,4.0,Poor
Jakarta,2025-01-20 07:00:00,53.59,67.81,2136.23,63.75,60.8,27.42,4.0,Poor
Jakarta,2025-01-20 08:00:00,54.55,69.47,2269.74,69.23,54.36,27.89,4.0,Poor
Jakarta,2025-01-20 09:00:00,57.74,73.82,2590.18,80.2,43.99,30.52,4.0,Poor
Jakarta,2025-01-20 10:00:00,73.3,94.27,4005.43,112.41,12.16,39.58,4.0,Poor
Jakarta,2025-01-20 11:00:00,103.91,135.59,6141.66,126.12,0.48,50.07,5.0,Very Poor
Jakarta,2025-01-20 12:00:00,133.61,178.8,7049.56,124.75,0.0,53.88,5.0,Very Poor
Jakarta,2025-01-20 13:00:00,206.12,276.0,9078.98,124.75,0.0,61.04,5.0,Very Poor
Jakarta,2025-01-20 14:00:00,293.73,394.34,11535.64,123.38,0.0,63.9,5.0,Very Poor
Jakarta,2025-01-20 15:00:00,335.91,457.02,12069.7,112.41,0.0,58.65,5.0,Very Poor
Jakarta,2025-01-20 16:00:00,321.21,442.34,11428.83,98.71,0.0,51.5,5.0,Very Poor
Jakarta,2025-01-20 17:00:00,257.75,354.67,9933.47,86.37,0.0,40.53,5.0,Very Poor
Jakarta,2025-01-20 18:00:00,206.71,283.14,8010.86,74.71,0.0,30.52,5.0,Very Poor
Jakarta,2025-01-20 19:00:00,161.9,224.38,5821.23,63.75,0.0,22.89,5.0,Very Poor
Jakarta,2025-01-20 20:00:00,126.34,178.13,4058.84,55.52,0.0,17.64,5.0,Very Poor
Jakarta,2025-01-20 21:00:00,105.2,150.05,3097.53,50.04,0.03,15.5,5.0,Very Poor
Jakarta,2025-01-20 22:00:00,96.7,137.87,2803.8,46.61,0.05,15.5,5.0,Very Poor
Jakarta,2025-01-20 23:00:00,101.38,143.95,3231.05,45.24,0.01,19.31,5.0,Very Poor
Jakarta,2025-01-21 00:00:00,150.71,211.43,5874.63,48.67,0.12,35.29,5.0,Very Poor
Jakarta,2025-01-21 01:00:00,217.58,295.06,10574.34,62.38,0.4,58.65,5.0,Very Poor
Jakarta,2025-01-21 02:00:00,241.3,322.52,12710.57,75.4,0.44,65.8,5.0,Very Poor
Jakarta,2025-01-21 03:00:00,172.48,235.08,9185.79,72.66,0.27,51.02,5.0,Very Poor
Jakarta,2025-01-21 04:00:00,38.72,57.5,2136.23,48.67,1.03,24.56,3.0,Moderate
Jakarta,2025-01-21 05:00:00,27.75,40.56,1401.9,44.55,6.62,25.27,3.0,Moderate
Jakarta,2025-01-21 06:00:00,26.2,35.96,1255.04,45.93,15.38,28.61,3.0,Moderate
Jakarta,2025-01-21 07:00:00,29.66,40.09,1388.55,53.47,21.46,34.33,3.0,Moderate
Jakarta,2025-01-21 08:00:00,32.62,44.31,1602.17,63.75,16.99,34.81,3.0,Moderate
Jakarta,2025-01-21 09:00:00,34.43,46.1,1815.8,67.86,13.05,30.28,3.0,Moderate
Jakarta,2025-01-21 10:00:00,50.5,65.65,2964.02,82.25,2.66,30.52,4.0,Poor
Jakarta,2025-01-21 11:00:00,73.36,94.8,4379.27,82.94,0.1,33.38,4.0,Poor
Jakarta,2025-01-21 12:00:00,86.91,115.79,4699.71,69.92,0.0,31.95,5.0,Very Poor
Jakarta,2025-01-21 13:00:00,100.61,139.73,4753.11,57.58,0.0,30.99,5.0,Very Poor
Jakarta,2025-01-21 14:00:00,103.57,151.54,4379.27,46.61,0.0,28.85,5.0,Very Poor
Jakarta,2025-01-21 15:00:00,96.58,148.27,3845.21,37.7,0.0,25.27,5.0,Very Poor
Jakarta,2025-01-21 16:00:00,79.43,129.73,3257.75,31.87,0.0,22.41,5.0,Very Poor
Jakarta,2025-01-21 17:00:00,53.44,92.11,2483.37,28.45,0.0,17.88,4.0,Poor
Jakarta,2025-01-21 18:00:00,36.92,63.72,1708.98,25.7,0.03,13.71,3.0,Moderate
Jakarta,2025-01-21 19:00:00,28.57,45.59,1201.63,23.65,0.47,10.49,3.0,Moderate
Jakarta,2025-01-21 20:00:00,28.8,42.45,1068.12,23.31,0.96,9.78,3.0,Moderate
Jakarta,2025-01-21 21:00:00,33.49,47.49,1121.52,24.33,0.58,10.49,3.0,Moderate
Jakarta,2025-01-21 22:00:00,43.05,59.38,1361.85,25.7,0.08,12.64,3.0,Moderate
Jakarta,2025-01-21 23:00:00,61.21,83.14,2002.72,28.45,0.0,18.12,4.0,Poor
Jakarta,2025-01-22 00:00:00,113.04,153.62,4432.68,34.62,0.04,33.38,5.0,Very Poor
Jakarta,2025-01-22 01:00:00,183.47,245.95,8972.17,46.61,0.16,54.36,5.0,Very Poor
Jakarta,2025-01-22 02:00:00,200.83,271.69,10467.53,55.52,0.36,58.65,5.0,Very Poor
Jakarta,2025-01-22 03:00:00,154.78,216.33,7476.81,61.69,0.96,49.11,5.0,Very Poor
Jakarta,2025-01-22 04:00:00,37.71,53.61,1655.58,44.55,20.03,24.8,3.0,Moderate
Jakarta,2025-01-22 05:00:00,29.14,40.98,1255.04,39.07,43.99,27.42,3.0,Moderate
Jakarta,2025-01-22 06:00:00,31.54,43.64,1321.79,42.16,57.94,33.38,3.0,Moderate
Jakarta,2025-01-22 07:00:00,34.57,47.28,1415.25,44.55,65.8,36.72,3.0,Moderate
Jakarta,2025-01-22 08:00:00,35.7,48.31,1508.71,47.98,64.37,37.19,3.0,Moderate
Jakarta,2025-01-22 09:00:00,36.26,49.14,1682.28,54.15,55.79,38.15,3.0,Moderate
Jakarta,2025-01-22 10:00:00,46.34,63.11,2723.69,81.57,26.11,43.87,3.0,Moderate
Jakarta,2025-01-22 11:00:00,65.79,91.2,4272.46,98.71,2.01,50.54,4.0,Poor
Jakarta,2025-01-22 12:00:00,84.32,119.98,4806.52,89.11,0.01,50.54,5.0,Very Poor
Jakarta,2025-01-22 13:00:00,93.84,134.6,4539.49,78.83,0.0,47.68,5.0,Very Poor
Jakarta,2025-01-22 14:00:00,80.71,119.59,3364.56,65.12,0.04,38.62,5.0,Very Poor
Jakarta,2025-01-22 15:00:00,65.16,100.78,2376.56,54.84,0.85,31.47,4.0,Poor
Jakarta,2025-01-22 16:00:00,55.52,85.07,1976.01,50.04,1.29,28.85,4.0,Poor
Jakarta,2025-01-22 17:00:00,47.86,69.68,1815.8,47.98,0.4,27.42,3.0,Moderate
Jakarta,2025-01-22 18:00:00,41.14,57.57,1482.01,43.87,0.47,24.32,3.0,Moderate
Jakarta,2025-01-22 19:00:00,36.42,51.07,1148.22,38.73,1.32,21.93,3.0,Moderate
Jakarta,2025-01-22 20:00:00,33.13,47.18,961.3,34.27,2.79,20.03,3.0,Moderate
Jakarta,2025-01-22 21:00:00,31.26,45.2,894.55,31.53,3.76,19.31,3.0,Moderate
Jakarta,2025-01-22 22:00:00,33.59,48.81,1028.06,32.56,2.12,19.79,3.0,Moderate
Jakarta,2025-01-22 23:00:00,48.93,71.16,1708.98,35.3,0.13,23.13,3.0,Moderate
Jakarta,2025-01-23 00:00:00,110.92,156.68,4699.71,41.47,0.02,39.58,5.0,Very Poor
Jakarta,2025-01-23 01:00:00,196.96,266.96,10147.09,55.52,0.2,64.85,5.0,Very Poor
